ID_Cliente,Data_Adesao,Plano,Valor_Mensal,Logins_Mensais,Tickets_Suporte,Metodo_Pagamento,Meses_Permanencia,Churn,LTV
CUST-01572,2024-07-14,Enterprise,249.9,17,2,Boleto,24,0,5997.6
CUST-01573,2024-08-15,Pro,79.9,15,3,Boleto,13,0,1038.7
CUST-01574,2025-06-11,Pro,79.9,23,0,Cartão de Crédito,13,0,1038.7
CUST-01575,2024-07-17,Basic,29.9,0,3,Cartão de Crédito,13,0,388.7
CUST-01576,2025-04-04,Enterprise,249.9,21,2,Pix,23,0,5747.7
CUST-01577,2025-03-15,Pro,79.9,10,9,Pix,17,0,1358.3
CUST-01578,2024-01-20,Enterprise,249.9,25,8,Boleto,17,0,4248.3
CUST-01579,2024-03-11,Pro,79.9,28,3,Boleto,16,0,1278.4
CUST-01580,2025-01-01,Basic,29.9,24,7,Boleto,17,0,508.3
CUST-01581,2024-02-07,Pro,79.9,15,4,Boleto,19,0,1518.1
CUST-01582,2024-02-28,Enterprise,249.9,1,10,Cartão de Crédito,12,1,2998.8
CUST-01583,2025-12-26,Enterprise,249.9,11,10,Pix,18,0,4498.2
CUST-01584,2025-01-09,Basic,29.9,2,7,Pix,13,0,388.7
CUST-01585,2024-03-28,Pro,79.9,22,2,Cartão de Crédito,4,1,319.6
CUST-01586,2025-09-05,Basic,29.9,5,7,Cartão de Crédito,22,0,657.8
CUST-01587,2025-03-16,Pro,79.9,15,0,Boleto,15,0,1198.5
CUST-01588,2025-11-30,Enterprise,249.9,23,0,Cartão de Crédito,23,0,5747.7
CUST-01589,2025-10-01,Enterprise,249.9,23,8,Boleto,3,1,749.7
CUST-01590,2025-09-25,Pro,79.9,30,9,Pix,21,0,1677.9
CUST-01591,2025-11-21,Basic,29.9,24,8,Boleto,15,0,448.5
CUST-01592,2025-07-30,Enterprise,249.9,11,4,Cartão de Crédito,23,0,5747.7
CUST-01593,2024-08-20,Pro,79.9,21,9,Cartão de Crédito,23,0,1837.7
CUST-01594,2025-07-29,Basic,29.9,10,8,Cartão de Crédito,10,1,299.0
CUST-01595,2025-09-12,Pro,79.9,28,4,Cartão de Crédito,22,0,1757.8
CUST-01596,2025-10-22,Enterprise,249.9,29,9,Cartão de Crédito,9,1,2249.1
CUST-01597,2024-09-24,Basic,29.9,27,1,Boleto,16,0,478.4
CUST-01598,2025-07-29,Basic,29.9,5,8,Cartão de Crédito,21,0,627.9
CUST-01599,2024-09-05,Basic,29.9,21,4,Pix,20,0,598.0
CUST-01600,2025-09-18,Enterprise,249.9,5,5,Boleto,14,0,3498.6
CUST-01601,2024-04-08,Enterprise,249.9,7,6,Cartão de Crédito,12,1,2998.8
CUST-01602,2025-08-04,Pro,79.9,30,6,Cartão de Crédito,3,1,239.7
CUST-01603,2024-01-21,Basic,29.9,6,4,Pix,21,0,627.9
CUST-01604,2025-02-16,Pro,79.9,5,0,Pix,18,0,1438.2
CUST-01605,2025-01-17,Basic,29.9,26,8,Boleto,15,0,448.5
CUST-01606,2024-03-31,Basic,29.9,9,9,Cartão de Crédito,7,1,209.3
CUST-01607,2025-03-05,Enterprise,249.9,25,9,Boleto,21,0,5247.9
CUST-01608,2024-10-04,Enterprise,249.9,14,1,Boleto,23,0,5747.7
CUST-01609,2024-09-30,Pro,79.9,17,0,Boleto,13,0,1038.7
CUST-01610,2025-05-14,Pro,79.9,18,2,Pix,23,0,1837.7
CUST-01611,2024-10-17,Enterprise,249.9,14,3,Cartão de Crédito,19,0,4748.1
CUST-01612,2025-08-04,Enterprise,249.9,22,9,Boleto,10,1,2499.0
CUST-01613,2025-11-10,Pro,79.9,21,7,Pix,19,0,1518.1
CUST-01614,2024-07-13,Pro,79.9,16,9,Pix,24,0,1917.6
CUST-01615,2024-10-15,Enterprise,249.9,3,1,Cartão de Crédito,17,0,4248.3
CUST-01616,2025-03-13,Enterprise,249.9,27,5,Cartão de Crédito,23,0,5747.7
CUST-01617,2025-11-20,Enterprise,249.9,13,0,Pix,21,0,5247.9
CUST-01618,2024-05-31,Basic,29.9,22,2,Pix,23,0,687.7
CUST-01619,2024-06-25,Pro,79.9,2,3,Boleto,24,0,1917.6
CUST-01620,2024-04-03,Basic,29.9,7,2,Cartão de Crédito,15,0,448.5
CUST-01621,2025-08-09,Basic,29.9,23,8,Cartão de Crédito,16,0,478.4
CUST-01622,2025-01-24,Pro,79.9,17,1,Pix,24,0,1917.6
CUST-01623,2025-09-07,Enterprise,249.9,1,0,Pix,8,1,1999.2
CUST-01624,2024-11-04,Enterprise,249.9,0,5,Boleto,12,1,2998.8
CUST-01625,2025-09-22,Basic,29.9,1,6,Cartão de Crédito,6,1,179.4
CUST-01626,2025-11-24,Enterprise,249.9,8,4,Cartão de Crédito,13,0,3248.7
CUST-01627,2024-01-05,Basic,29.9,29,8,Cartão de Crédito,21,0,627.9
CUST-01628,2024-11-19,Pro,79.9,12,7,Cartão de Crédito,8,1,639.2
CUST-01629,2024-03-07,Basic,29.9,3,1,Boleto,11,1,328.9
CUST-01630,2024-12-17,Basic,29.9,13,5,Boleto,21,0,627.9
CUST-01631,2025-07-13,Pro,79.9,12,6,Pix,10,1,799.0
CUST-01632,2024-10-30,Enterprise,249.9,20,3,Cartão de Crédito,14,0,3498.6
CUST-01633,2025-06-19,Pro,79.9,10,6,Boleto,2,1,159.8
CUST-01634,2024-06-12,Enterprise,249.9,17,1,Boleto,22,0,5497.8
CUST-01635,2024-04-03,Enterprise,249.9,25,10,Boleto,17,0,4248.3
CUST-01636,2025-10-31,Enterprise,249.9,27,0,Pix,19,0,4748.1
CUST-01637,2024-02-25,Enterprise,249.9,27,5,Pix,21,0,5247.9
CUST-01638,2025-10-17,Enterprise,249.9,23,2,Pix,5,1,1249.5
CUST-01639,2025-07-27,Pro,79.9,25,4,Boleto,20,0,1598.0
CUST-01640,2024-11-02,Pro,79.9,8,2,Cartão de Crédito,18,0,1438.2
CUST-01641,2024-06-22,Enterprise,249.9,22,6,Cartão de Crédito,13,0,3248.7
CUST-01642,2025-07-03,Basic,29.9,5,1,Boleto,16,0,478.4
CUST-01643,2024-11-21,Pro,79.9,9,8,Cartão de Crédito,7,1,559.3
CUST-01644,2024-02-10,Enterprise,249.9,23,6,Cartão de Crédito,17,0,4248.3
CUST-01645,2024-05-24,Pro,79.9,7,10,Cartão de Crédito,8,1,639.2
CUST-01646,2025-03-14,Basic,29.9,20,2,Boleto,20,0,598.0
CUST-01647,2025-09-02,Pro,79.9,20,5,Pix,17,0,1358.3
CUST-01648,2024-04-02,Basic,29.9,7,5,Pix,3,1,89.7
CUST-01649,2025-09-26,Pro,79.9,9,10,Cartão de Crédito,17,0,1358.3
CUST-01650,2025-08-29,Enterprise,249.9,17,4,Boleto,16,0,3998.4
CUST-01651,2024-10-17,Enterprise,249.9,6,3,Boleto,23,0,5747.7
CUST-01652,2025-02-07,Enterprise,249.9,18,10,Cartão de Crédito,11,1,2748.9
CUST-01653,2024-08-15,Enterprise,249.9,2,10,Cartão de Crédito,8,1,1999.2
CUST-01654,2024-01-04,Enterprise,249.9,12,3,Pix,10,1,2499.0
CUST-01655,2024-08-26,Basic,29.9,24,6,Boleto,12,1,358.8
CUST-01656,2024-02-25,Pro,79.9,5,4,Cartão de Crédito,2,1,159.8
CUST-01657,2025-11-03,Pro,79.9,1,4,Boleto,23,0,1837.7
CUST-01658,2024-02-02,Pro,79.9,17,10,Boleto,15,0,1198.5
CUST-01659,2025-12-02,Enterprise,249.9,6,0,Boleto,15,0,3748.5
CUST-01660,2025-07-31,Pro,79.9,10,4,Boleto,2,1,159.8
CUST-01661,2025-10-10,Enterprise,249.9,14,7,Boleto,16,0,3998.4
CUST-01662,2025-06-07,Enterprise,249.9,16,3,Boleto,10,1,2499.0
CUST-01663,2025-06-14,Pro,79.9,15,7,Pix,15,0,1198.5
CUST-01664,2024-08-05,Basic,29.9,8,5,Cartão de Crédito,15,0,448.5
CUST-01665,2025-10-18,Enterprise,249.9,3,4,Pix,4,1,999.6
CUST-01666,2024-05-08,Pro,79.9,12,0,Cartão de Crédito,14,0,1118.6
CUST-01667,2024-09-09,Enterprise,249.9,3,10,Boleto,24,0,5997.6
CUST-01668,2024-06-20,Enterprise,249.9,30,3,Cartão de Crédito,20,0,4998.0
CUST-01669,2024-08-02,Enterprise,249.9,5,0,Cartão de Crédito,13,0,3248.7
CUST-01670,2025-03-26,Enterprise,249.9,17,1,Pix,22,0,5497.8
CUST-01671,2024-09-05,Basic,29.9,26,3,Cartão de Crédito,15,0,448.5
CUST-01672,2025-05-11,Basic,29.9,9,0,Cartão de Crédito,16,0,478.4
CUST-01673,2025-05-22,Enterprise,249.9,28,4,Pix,22,0,5497.8
CUST-01674,2024-06-03,Enterprise,249.9,0,8,Pix,10,1,2499.0
CUST-01675,2025-09-12,Enterprise,249.9,21,5,Boleto,17,0,4248.3
CUST-01676,2025-09-10,Pro,79.9,8,10,Boleto,8,1,639.2
CUST-01677,2024-04-26,Basic,29.9,3,6,Boleto,12,1,358.8
CUST-01678,2024-07-23,Basic,29.9,3,5,Boleto,24,0,717.6
CUST-01679,2025-02-18,Enterprise,249.9,29,8,Pix,20,0,4998.0
CUST-01680,2024-07-30,Pro,79.9,24,10,Pix,12,1,958.8
CUST-01681,2025-03-02,Pro,79.9,27,6,Cartão de Crédito,1,1,79.9
CUST-01682,2025-12-01,Basic,29.9,15,9,Pix,22,0,657.8
CUST-01683,2025-06-08,Basic,29.9,24,3,Pix,21,0,627.9
CUST-01684,2025-01-30,Pro,79.9,28,9,Boleto,19,0,1518.1
CUST-01685,2025-05-02,Enterprise,249.9,11,0,Cartão de Crédito,18,0,4498.2
CUST-01686,2025-10-26,Basic,29.9,9,4,Cartão de Crédito,24,0,717.6
CUST-01687,2024-08-25,Enterprise,249.9,1,0,Cartão de Crédito,18,0,4498.2
CUST-01688,2024-07-16,Basic,29.9,4,2,Pix,13,0,388.7
CUST-01689,2024-04-12,Pro,79.9,13,5,Pix,11,1,878.9
CUST-01690,2025-12-11,Pro,79.9,10,5,Pix,10,1,799.0
CUST-01691,2025-03-12,Pro,79.9,20,2,Pix,19,0,1518.1
CUST-01692,2025-11-06,Enterprise,249.9,16,5,Pix,21,0,5247.9
CUST-01693,2024-05-20,Enterprise,249.9,22,7,Pix,3,1,749.7
CUST-01694,2024-05-31,Enterprise,249.9,19,2,Pix,21,0,5247.9
CUST-01695,2025-10-26,Pro,79.9,30,9,Boleto,17,0,1358.3
CUST-01696,2024-08-08,Pro,79.9,14,7,Boleto,9,1,719.1
CUST-01697,2025-11-08,Enterprise,249.9,7,9,Pix,9,1,2249.1
CUST-01698,2025-01-13,Enterprise,249.9,9,10,Pix,20,0,4998.0
CUST-01699,2024-12-18,Basic,29.9,10,10,Boleto,16,0,478.4
CUST-01700,2024-11-01,Basic,29.9,12,6,Boleto,13,0,388.7
CUST-01701,2024-10-16,Pro,79.9,23,5,Cartão de Crédito,24,0,1917.6
CUST-01702,2025-05-18,Pro,79.9,27,1,Pix,20,0,1598.0
CUST-01703,2024-06-18,Enterprise,249.9,7,3,Cartão de Crédito,23,0,5747.7
CUST-01704,2025-03-14,Pro,79.9,17,9,Boleto,17,0,1358.3
CUST-01705,2024-12-17,Enterprise,249.9,8,2,Cartão de Crédito,5,1,1249.5
CUST-01706,2025-06-13,Basic,29.9,27,0,Pix,16,0,478.4
CUST-01707,2025-04-22,Basic,29.9,18,5,Boleto,23,0,687.7
CUST-01708,2025-05-26,Enterprise,249.9,19,4,Cartão de Crédito,2,1,499.8
CUST-01709,2025-12-15,Enterprise,249.9,30,6,Pix,13,0,3248.7
CUST-01710,2025-03-13,Pro,79.9,12,4,Boleto,18,0,1438.2
CUST-01711,2024-01-09,Pro,79.9,2,6,Pix,7,1,559.3
CUST-01712,2025-08-11,Enterprise,249.9,26,10,Cartão de Crédito,4,1,999.6
CUST-01713,2025-08-04,Enterprise,249.9,0,3,Cartão de Crédito,2,1,499.8
CUST-01714,2025-03-20,Basic,29.9,9,7,Boleto,14,0,418.6
CUST-01715,2024-02-20,Enterprise,249.9,2,7,Cartão de Crédito,9,1,2249.1
CUST-01716,2024-06-26,Basic,29.9,23,3,Cartão de Crédito,18,0,538.2
CUST-01717,2024-04-28,Pro,79.9,25,0,Pix,18,0,1438.2
CUST-01718,2025-10-18,Enterprise,249.9,29,8,Cartão de Crédito,14,0,3498.6
CUST-01719,2025-05-22,Enterprise,249.9,15,7,Boleto,5,1,1249.5
CUST-01720,2024-05-21,Pro,79.9,10,2,Cartão de Crédito,20,0,1598.0
CUST-01721,2025-12-29,Basic,29.9,29,8,Cartão de Crédito,23,0,687.7
CUST-01722,2024-06-12,Basic,29.9,17,5,Cartão de Crédito,19,0,568.1
CUST-01723,2024-01-28,Basic,29.9,12,6,Cartão de Crédito,2,1,59.8
CUST-01724,2024-12-18,Basic,29.9,22,5,Pix,23,0,687.7
CUST-01725,2025-07-06,Pro,79.9,10,0,Boleto,22,0,1757.8
CUST-01726,2025-07-08,Pro,79.9,22,0,Boleto,22,0,1757.8
CUST-01727,2024-07-27,Enterprise,249.9,19,9,Boleto,18,0,4498.2
CUST-01728,2024-06-04,Pro,79.9,0,4,Cartão de Crédito,21,0,1677.9
CUST-01729,2024-11-02,Enterprise,249.9,11,2,Pix,23,0,5747.7
CUST-01730,2024-03-07,Pro,79.9,27,8,Boleto,9,1,719.1
CUST-01731,2025-03-02,Enterprise,249.9,8,4,Cartão de Crédito,13,0,3248.7
CUST-01732,2024-08-04,Enterprise,249.9,0,5,Pix,24,0,5997.6
CUST-01733,2025-05-25,Enterprise,249.9,22,9,Cartão de Crédito,23,0,5747.7
CUST-01734,2024-05-21,Basic,29.9,17,6,Pix,20,0,598.0
CUST-01735,2024-08-25,Pro,79.9,27,1,Boleto,17,0,1358.3
CUST-01736,2025-01-30,Pro,79.9,13,9,Cartão de Crédito,18,0,1438.2
CUST-01737,2024-09-29,Pro,79.9,25,10,Cartão de Crédito,16,0,1278.4
CUST-01738,2024-01-10,Enterprise,249.9,15,4,Cartão de Crédito,17,0,4248.3
CUST-01739,2025-05-09,Basic,29.9,29,10,Pix,22,0,657.8
CUST-01740,2024-05-17,Pro,79.9,13,0,Cartão de Crédito,24,0,1917.6
CUST-01741,2025-12-24,Basic,29.9,20,5,Pix,19,0,568.1
CUST-01742,2025-03-16,Basic,29.9,17,2,Boleto,22,0,657.8
CUST-01743,2024-12-06,Pro,79.9,16,1,Cartão de Crédito,18,0,1438.2
CUST-01744,2024-02-19,Pro,79.9,2,2,Cartão de Crédito,21,0,1677.9
CUST-01745,2024-08-06,Pro,79.9,23,2,Pix,24,0,1917.6
CUST-01746,2024-08-26,Enterprise,249.9,16,4,Boleto,16,0,3998.4
CUST-01747,2025-10-08,Basic,29.9,5,0,Boleto,21,0,627.9
CUST-01748,2024-01-06,Pro,79.9,22,6,Boleto,24,0,1917.6
CUST-01749,2025-11-11,Pro,79.9,1,4,Pix,11,1,878.9
CUST-01750,2025-10-24,Basic,29.9,29,6,Cartão de Crédito,1,1,29.9
CUST-01751,2024-04-14,Enterprise,249.9,12,10,Pix,16,0,3998.4
CUST-01752,2024-11-03,Enterprise,249.9,8,1,Boleto,20,0,4998.0
CUST-01753,2024-10-11,Basic,29.9,16,10,Boleto,12,1,358.8
CUST-01754,2025-04-10,Basic,29.9,1,10,Cartão de Crédito,11,1,328.9
CUST-01755,2024-10-31,Basic,29.9,17,9,Cartão de Crédito,14,0,418.6
CUST-01756,2024-04-23,Basic,29.9,30,0,Cartão de Crédito,16,0,478.4
CUST-01757,2024-10-22,Basic,29.9,3,2,Boleto,14,0,418.6
CUST-01758,2025-11-28,Pro,79.9,27,7,Cartão de Crédito,11,1,878.9
CUST-01759,2025-04-22,Pro,79.9,19,1,Cartão de Crédito,18,0,1438.2
CUST-01760,2024-06-26,Pro,79.9,25,9,Pix,7,1,559.3
CUST-01761,2024-05-17,Pro,79.9,3,3,Cartão de Crédito,24,0,1917.6
CUST-01762,2024-07-22,Enterprise,249.9,5,5,Boleto,14,0,3498.6
CUST-01763,2024-08-24,Enterprise,249.9,15,1,Boleto,13,0,3248.7
CUST-01764,2025-07-03,Basic,29.9,21,10,Boleto,3,1,89.7
CUST-01765,2025-04-17,Pro,79.9,26,3,Boleto,19,0,1518.1
CUST-01766,2024-08-25,Pro,79.9,12,5,Pix,20,0,1598.0
CUST-01767,2025-03-19,Pro,79.9,29,7,Boleto,21,0,1677.9
CUST-01768,2024-04-16,Enterprise,249.9,0,10,Cartão de Crédito,9,1,2249.1
CUST-01769,2025-04-05,Basic,29.9,29,9,Pix,14,0,418.6
CUST-01770,2024-01-21,Pro,79.9,19,8,Pix,14,0,1118.6
CUST-01771,2024-04-07,Enterprise,249.9,16,10,Cartão de Crédito,8,1,1999.2
CUST-01772,2024-05-07,Pro,79.9,12,4,Boleto,16,0,1278.4
CUST-01773,2024-04-30,Pro,79.9,16,10,Pix,21,0,1677.9
CUST-01774,2025-11-04,Enterprise,249.9,16,4,Pix,19,0,4748.1
CUST-01775,2024-11-15,Enterprise,249.9,26,4,Pix,16,0,3998.4
CUST-01776,2025-10-22,Basic,29.9,4,2,Pix,8,1,239.2
CUST-01777,2024-07-17,Enterprise,249.9,30,1,Cartão de Crédito,18,0,4498.2
CUST-01778,2024-09-05,Pro,79.9,5,8,Pix,14,0,1118.6
CUST-01779,2024-07-30,Enterprise,249.9,22,8,Cartão de Crédito,5,1,1249.5
CUST-01780,2025-12-21,Basic,29.9,9,7,Boleto,6,1,179.4
CUST-01781,2025-08-02,Pro,79.9,11,4,Pix,17,0,1358.3
CUST-01782,2025-08-09,Enterprise,249.9,21,7,Boleto,6,1,1499.4
CUST-01783,2024-03-31,Enterprise,249.9,7,1,Cartão de Crédito,14,0,3498.6
CUST-01784,2024-12-07,Pro,79.9,30,3,Pix,3,1,239.7
CUST-01785,2025-10-20,Pro,79.9,0,6,Pix,9,1,719.1
CUST-01786,2025-06-05,Basic,29.9,3,4,Pix,12,1,358.8
CUST-01787,2025-09-30,Basic,29.9,4,10,Cartão de Crédito,6,1,179.4
CUST-01788,2024-08-05,Pro,79.9,27,6,Boleto,17,0,1358.3
CUST-01789,2024-12-20,Basic,29.9,14,0,Cartão de Crédito,17,0,508.3
CUST-01790,2025-11-25,Enterprise,249.9,9,3,Boleto,14,0,3498.6
CUST-01791,2025-01-26,Basic,29.9,11,6,Cartão de Crédito,14,0,418.6
CUST-01792,2024-11-16,Basic,29.9,14,10,Boleto,3,1,89.7
CUST-01793,2025-06-23,Enterprise,249.9,2,7,Cartão de Crédito,8,1,1999.2
CUST-01794,2025-01-06,Basic,29.9,14,7,Pix,8,1,239.2
CUST-01795,2024-02-21,Enterprise,249.9,12,8,Boleto,13,0,3248.7
CUST-01796,2024-02-27,Basic,29.9,27,0,Pix,13,0,388.7
CUST-01797,2025-08-28,Basic,29.9,22,2,Pix,11,1,328.9
CUST-01798,2025-10-24,Pro,79.9,20,3,Cartão de Crédito,13,0,1038.7
CUST-01799,2025-06-13,Enterprise,249.9,13,9,Cartão de Crédito,2,1,499.8
CUST-01800,2024-09-29,Pro,79.9,11,3,Cartão de Crédito,13,0,1038.7
CUST-01801,2025-11-17,Basic,29.9,7,8,Boleto,18,0,538.2
CUST-01802,2025-06-13,Enterprise,249.9,28,3,Pix,23,0,5747.7
CUST-01803,2025-07-28,Basic,29.9,7,3,Boleto,23,0,687.7
CUST-01804,2025-03-27,Basic,29.9,20,10,Pix,11,1,328.9
CUST-01805,2024-11-10,Basic,29.9,14,4,Boleto,14,0,418.6
CUST-01806,2025-04-11,Pro,79.9,0,1,Pix,3,1,239.7
CUST-01807,2025-01-07,Pro,79.9,30,10,Pix,19,0,1518.1
CUST-01808,2024-02-03,Pro,79.9,27,7,Pix,3,1,239.7
CUST-01809,2025-08-17,Basic,29.9,28,5,Pix,19,0,568.1
CUST-01810,2024-09-27,Basic,29.9,8,3,Boleto,17,0,508.3
CUST-01811,2024-09-30,Pro,79.9,28,1,Boleto,24,0,1917.6
CUST-01812,2025-03-22,Pro,79.9,3,8,Pix,5,1,399.5
CUST-01813,2025-07-08,Basic,29.9,14,0,Cartão de Crédito,19,0,568.1
CUST-01814,2024-04-07,Pro,79.9,9,2,Cartão de Crédito,20,0,1598.0
CUST-01815,2025-08-12,Pro,79.9,9,5,Boleto,23,0,1837.7
CUST-01816,2025-02-13,Basic,29.9,29,1,Pix,24,0,717.6
CUST-01817,2024-06-11,Pro,79.9,3,3,Cartão de Crédito,14,0,1118.6
CUST-01818,2025-12-27,Enterprise,249.9,21,5,Cartão de Crédito,13,0,3248.7
CUST-01819,2025-01-15,Enterprise,249.9,13,8,Pix,4,1,999.6
CUST-01820,2025-10-07,Basic,29.9,4,1,Cartão de Crédito,20,0,598.0
CUST-01821,2024-11-29,Basic,29.9,6,1,Cartão de Crédito,14,0,418.6
CUST-01822,2025-08-25,Basic,29.9,19,5,Pix,18,0,538.2
CUST-01823,2025-12-03,Pro,79.9,2,6,Boleto,12,1,958.8
CUST-01824,2025-01-07,Basic,29.9,23,0,Pix,21,0,627.9
CUST-01825,2025-11-21,Enterprise,249.9,24,8,Pix,5,1,1249.5
CUST-01826,2024-01-01,Pro,79.9,14,7,Pix,7,1,559.3
CUST-01827,2024-11-05,Pro,79.9,13,10,Pix,2,1,159.8
CUST-01828,2025-01-09,Enterprise,249.9,13,4,Cartão de Crédito,13,0,3248.7
CUST-01829,2025-09-12,Pro,79.9,4,7,Boleto,2,1,159.8
CUST-01830,2024-03-12,Enterprise,249.9,10,7,Boleto,6,1,1499.4
CUST-01831,2025-10-30,Basic,29.9,24,5,Cartão de Crédito,24,0,717.6
CUST-01832,2024-04-09,Basic,29.9,4,4,Pix,13,0,388.7
CUST-01833,2024-02-13,Enterprise,249.9,10,4,Pix,13,0,3248.7
CUST-01834,2024-08-20,Basic,29.9,1,9,Boleto,3,1,89.7
CUST-01835,2025-12-05,Pro,79.9,7,5,Pix,7,1,559.3
CUST-01836,2025-04-28,Pro,79.9,25,1,Pix,6,1,479.4
CUST-01837,2024-09-03,Enterprise,249.9,8,10,Pix,21,0,5247.9
CUST-01838,2024-01-10,Basic,29.9,30,10,Boleto,18,0,538.2
CUST-01839,2024-08-13,Enterprise,249.9,12,4,Pix,15,0,3748.5
CUST-01840,2025-12-20,Enterprise,249.9,29,9,Cartão de Crédito,23,0,5747.7
CUST-01841,2025-10-21,Enterprise,249.9,19,5,Pix,14,0,3498.6
CUST-01842,2025-08-29,Pro,79.9,3,4,Pix,16,0,1278.4
CUST-01843,2025-01-25,Enterprise,249.9,23,10,Boleto,23,0,5747.7
CUST-01844,2024-12-02,Basic,29.9,15,5,Boleto,19,0,568.1
CUST-01845,2025-04-23,Enterprise,249.9,22,7,Pix,23,0,5747.7
CUST-01846,2024-09-01,Pro,79.9,5,2,Pix,13,0,1038.7
CUST-01847,2025-09-21,Basic,29.9,17,1,Cartão de Crédito,18,0,538.2
CUST-01848,2024-09-11,Basic,29.9,18,6,Pix,19,0,568.1
CUST-01849,2024-11-29,Enterprise,249.9,26,0,Cartão de Crédito,19,0,4748.1
CUST-01850,2024-12-02,Basic,29.9,12,8,Cartão de Crédito,17,0,508.3
CUST-01851,2025-11-18,Pro,79.9,25,4,Cartão de Crédito,5,1,399.5
CUST-01852,2025-10-23,Basic,29.9,28,3,Cartão de Crédito,16,0,478.4
CUST-01853,2025-07-02,Pro,79.9,6,8,Pix,12,1,958.8
CUST-01854,2024-04-04,Basic,29.9,27,0,Pix,13,0,388.7
CUST-01855,2025-11-22,Pro,79.9,19,1,Cartão de Crédito,16,0,1278.4
CUST-01856,2024-05-19,Basic,29.9,11,2,Pix,22,0,657.8
CUST-01857,2024-11-07,Pro,79.9,16,1,Pix,17,0,1358.3
CUST-01858,2024-07-02,Pro,79.9,0,3,Cartão de Crédito,11,1,878.9
CUST-01859,2025-12-24,Basic,29.9,26,7,Cartão de Crédito,17,0,508.3
CUST-01860,2024-11-03,Enterprise,249.9,13,4,Cartão de Crédito,18,0,4498.2
CUST-01861,2025-09-02,Basic,29.9,19,1,Pix,21,0,627.9
CUST-01862,2024-05-28,Basic,29.9,6,3,Boleto,17,0,508.3
CUST-01863,2025-05-16,Enterprise,249.9,24,7,Boleto,19,0,4748.1
CUST-01864,2025-04-21,Pro,79.9,7,4,Cartão de Crédito,16,0,1278.4
CUST-01865,2024-01-05,Basic,29.9,24,9,Boleto,11,1,328.9
CUST-01866,2025-04-14,Pro,79.9,26,2,Pix,4,1,319.6
CUST-01867,2024-07-25,Pro,79.9,23,7,Boleto,19,0,1518.1
CUST-01868,2024-01-14,Pro,79.9,19,4,Boleto,24,0,1917.6
CUST-01869,2025-09-03,Basic,29.9,2,5,Pix,9,1,269.1
CUST-01870,2025-10-11,Enterprise,249.9,22,2,Pix,20,0,4998.0
CUST-01871,2025-10-26,Enterprise,249.9,20,7,Cartão de Crédito,16,0,3998.4
CUST-01872,2024-01-27,Basic,29.9,21,8,Pix,6,1,179.4
CUST-01873,2024-07-11,Pro,79.9,8,0,Boleto,16,0,1278.4
CUST-01874,2024-11-11,Enterprise,249.9,6,1,Pix,14,0,3498.6
CUST-01875,2024-08-25,Pro,79.9,7,7,Pix,23,0,1837.7
CUST-01876,2024-07-19,Pro,79.9,28,4,Boleto,20,0,1598.0
CUST-01877,2024-02-24,Enterprise,249.9,9,8,Boleto,18,0,4498.2
CUST-01878,2024-07-21,Pro,79.9,29,9,Cartão de Crédito,20,0,1598.0
CUST-01879,2024-01-26,Enterprise,249.9,3,8,Cartão de Crédito,7,1,1749.3
CUST-01880,2024-04-17,Pro,79.9,0,9,Pix,8,1,639.2
CUST-01881,2025-01-20,Enterprise,249.9,11,7,Boleto,1,1,249.9
CUST-01882,2024-04-22,Pro,79.9,14,0,Pix,18,0,1438.2
CUST-01883,2024-08-08,Basic,29.9,22,5,Boleto,20,0,598.0
CUST-01884,2024-11-28,Pro,79.9,22,9,Pix,13,0,1038.7
CUST-01885,2024-03-17,Enterprise,249.9,17,7,Boleto,17,0,4248.3
CUST-01886,2025-12-12,Enterprise,249.9,1,1,Cartão de Crédito,4,1,999.6
CUST-01887,2025-01-31,Pro,79.9,6,8,Boleto,10,1,799.0
CUST-01888,2025-08-29,Basic,29.9,26,7,Boleto,17,0,508.3
CUST-01889,2025-01-27,Enterprise,249.9,25,10,Boleto,18,0,4498.2
CUST-01890,2025-06-20,Basic,29.9,10,1,Boleto,13,0,388.7
CUST-01891,2025-08-06,Enterprise,249.9,5,7,Boleto,1,1,249.9
CUST-01892,2025-07-16,Basic,29.9,20,4,Cartão de Crédito,16,0,478.4
CUST-01893,2025-08-01,Basic,29.9,28,0,Pix,24,0,717.6
CUST-01894,2025-05-02,Enterprise,249.9,4,2,Boleto,5,1,1249.5
CUST-01895,2024-11-24,Pro,79.9,21,3,Boleto,23,0,1837.7
CUST-01896,2024-09-09,Enterprise,249.9,10,6,Pix,21,0,5247.9
CUST-01897,2025-08-13,Basic,29.9,9,9,Pix,18,0,538.2
CUST-01898,2024-11-08,Pro,79.9,16,0,Cartão de Crédito,18,0,1438.2
CUST-01899,2025-03-28,Enterprise,249.9,28,7,Cartão de Crédito,12,1,2998.8
CUST-01900,2025-01-25,Pro,79.9,9,3,Cartão de Crédito,23,0,1837.7
CUST-01901,2024-10-12,Enterprise,249.9,13,2,Pix,21,0,5247.9
CUST-01902,2024-12-17,Enterprise,249.9,10,8,Cartão de Crédito,24,0,5997.6
CUST-01903,2025-01-17,Pro,79.9,1,8,Cartão de Crédito,17,0,1358.3
CUST-01904,2025-01-09,Enterprise,249.9,27,8,Pix,3,1,749.7
CUST-01905,2025-03-29,Basic,29.9,7,5,Boleto,14,0,418.6
